id,review,,positive,negative,neutral,Clean,Comfort,Facilities/Amenities,Location,Restaurant (dinner),Staff,View (Balcony),Breakfast,Room,Pool,Beach,Bathroom/Shower (toilet),Bar,Bed,Parking,Noise,Reception-checkin,Lift,Value for money,Wi-Fi,Generic,Aspect
20473,"There were loud music (not sure from where, maybe exceptional house party around the block).",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20474,There were mosquitoes and we were bitten.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20475,"There were no basic stuff in the room: glasses, fridge, teapot, wardrobe, blankets.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20476,"There were no blankets (were in the laundry), Staff not seen.",,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20477,"There were no boiler, tea service, hair dryer … in the room.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20478,There were no disposable slippers.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20479,There were no facilities in the room to make a hot drink.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20480,There were no glasses and cups in room yet we had a kettle and coffee machine.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20481,"There were no hand towels (we wanted, but of course they didn't bring it either).",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20482,There were no lights on the 2 steps down to the area o the sink and water closet and the floor there was slippery.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20483,There were no maps at reception.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20484,There were no menus or prices visible at the pool bar so didn't buy anything.,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20485,There were no other pillows in the wardrobe.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20486,There were no room service.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20487,"There were no slippers, shoe cleaning kit and extra blankets.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20488,There were no tea & coffee facilities in the room.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20489,There were no toiletries in the bathroom.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20490,There were no towels in the room and owner had to be reminded.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20491,There were no tv channels in english.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20492,There were nobody at the reception….,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20493,There were not enough glasses and utensils in the kitchenette.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20494,There were not enough shelves in our room.,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20495,There were not given any possibility for early check in.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20496,There were plenty of options for food available in the restaurant area.,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20497,"There were red ants in our room, which I didn't realise until after I’d gone to sleep as they were in the bed too!",,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20498,There were refuse bins located.,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20499,There were restaurants on either side so it felt safe walking around in the evenings.,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20500,There were several nice restaurants within walking distance.,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20501,"There were some issues with the hot water in the bath, but besides that all was fine.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
20502,"There were some tea bags thrown on a table, when we asked if there was supposed to be a kettle and a couple of mugs we were told that it wasn't part of our room.",,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20503,"There were some things that did not work in the room: the TV, and the shower was leaking out to the room so it got wet.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20504,There were stains and dust everywhere that weren't ours.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20505,There were trash and empty cans left in the drawers from the previous guests which housekeeping didn't pick up.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20506,"There were two glasses, one knife, one fork, etc.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20507,There weren't any bar fridges in the room.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20508,"There’s a cafe at the bottom of the stairs, and a bar a few steps up the road.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20509,There’s also a bar at entrance level at the hotel so there will be noise and probably drunk people.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
20510,There’s lots of great restaurants just around the corner.,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20511,There’s no air-condition (even though the hotel provided a fan) and during our stay it was super hot.,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20512,There's a great view.,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20513,There's a LOT of construction around the hotel.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20514,Theres a market really close by and the docks for the boat tour.,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20515,There's a metro stop just outside.,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20516,There's a nice dinner bar/club nearby (babylon) with views to the lake and grocery next to metro station.,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20517,"There's a switch that powers the LED spot close to the door -and- controls the power to several (possibly all) power plugs in the room, including the ones close to your bed.",,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20518,There's also no way to switch on the light in the bathroom without turning on the lighting in the whole room.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20519,"There's an outside sink in the room, it's not comfortable.",,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20520,There's even little cinema on the site which is so charming.,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20521,There's no dedicated garage for our vehicle.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20522,There's no free wifi.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20523,There's no lift at the hotel but no one offered to help with our bags.,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20524,"There's no privacy from sound or smells to enter the rest of the room, and it's really uncomfortable and awkward if sharing the room with another person - even your partner.",,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20525,"Thermostat was a bit on the higher side, not sure if i had option to control from within the room and may be i could not locate.",,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20526,"These are only small details, maybe not bad for a single night, but for longer stays it would be too ""tight"" for me.",,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20527,They advertise a pool but don't say that the hours are set for hotel guests from 7:30-1:30pm and 8:30pm-9:30pm.,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20528,They allow pets.,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20529,They also cleaned the room daily.,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20530,They also have a private underground parking for EUR 16/night which is reasonably priced compared to other parking spaces in Barcelona.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20531,They also have black mould in the shower which is a serious health hazard! Save your money and time and don’t book here.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
20532,They also have luggage storage facility free of cost for short duration.,['Facilities'],1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20533,They also serve a very good breakfast.,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20534,They are super friendly and helpful.,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20535,They basically put together two small twin beds and it was very uncomfortable to sleep with my couple since the beds would separate from each other with ease.,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20536,They change around 4€ per day to get WiFi even if it is mentioned as an amenity.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
20537,They changed our room for the second night and It was a huge upgrade (thanks to Daniela and her colleague that day).,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20538,They changed the internet and password 3 times in 3 days.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20539,They charge for baggage storage if you arrive earlier than check-in time.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20540,They charge for the pool 5€.,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20541,They charge me tourist taxes by check out normally by check in.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20542,"They charge you extra when you get there, no explanation why, no english, Just ask to pay.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20543,They charge you for uncovered parking.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20544,They charged me an extra 66 euro!!! Cheeky.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20545,They clean the room every day.,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20546,"They clean well, we got new towels and sheets every night.",,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20547,"They clean your room everyday, which is a great plus!",,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20548,They cleaned my room everyday and changed my towels.,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20549,They could be more attentive about cleanliness.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20550,They could be more careful in clean the room.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20551,They could benefit from a youtube video or some floorplan to explain how to find the apartment.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20552,They could do with self-check-in kiosks especially if there are big groups that decided to check in one at a time! ,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20553,They could improve on cleaning and add hangers in the bathroom.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20554,They could not provide me with an iron when I requested it.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20555,They denied to so a early check in even though I had requested it several days in advance and I traveled with my 4 yr old daughter.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20556,They did not clean the room all morning.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20557,They did not fix the room or replace anything for us.,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20558,They did not tell us that to get there you had to enter the ZTL area.,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20559,They didn’t inform me about the tourist tax before we stayed so when we checked out we had a hefty bill.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20560,They didn’t make our beds.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20561,They didn't clean for 4 days we stayed there.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20562,They didn't even allow to check in early.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20563,"They didn't give a regular quilt, just a blanket over the cover.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20564,"They didn't inform about parking, so next day morning i have found the ticket, which was canceled at the reception desk.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20565,They didn't pick up trash from the room at all.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20566,"They do have a leisure pool, however the water is cold.",,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20567,They do not change the towels and if they do they do not put the new ones  and you have to go to the reception to have them provided.,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20568,They do not clean your room until the day you leave.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20569,They do not provide a kettle in the room.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20570,"They do not serve breakfast, but you‘re provided with packed croissants, coffee, tea and more.",,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20571,They don’t give amenities for take a shower.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20572,They don’t have a parking place inside.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20573,They don’t have enough facilities for families.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20574,They don’t have enough staff for breakfast.,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20575,"They don’t have food service beyond breakfast, but there is plenty of options all around.",,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20576,"They don’t have hairdryer, and that’s a big problem if you’re backpacking.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20577,They don't clean your room or change your towels unless you ask.,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20578,"They don't do cleaning during the stay, so it might not be an option for longer stays.",,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20579,They don't give you water to drink and they don't tell you.,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20580,They don't have staff at the 24 hour reception.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20581,They don't put a bottle of water in the room.,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20582,"They don't release the blocked money immediately after your stay, but they keep it blocked maximum amount of time allowed by your card company (this can be weeks or even months).",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20583,They ensured a wasy checkin.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20584,They even didn't gave us receipt when we paid this tax.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20585,"They even had their own beer brand at the hotel, which tasted well in the heat!",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20586,"They forgot to give toiletries (shampo, soap).",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20587,They gave me a room with no windows and therefore forced to turn on the light all the time!,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20588,"They gave me a room without a window,.",,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20589,They gave me and my wife an upgrade because the room we had initially was not clean and smelled.,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20590,They gave us a different hotel and room.,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20591,They gave us a free upgrade to a bigger room.,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20592,They gave us new towels every day and the windows are well sealed.,,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20593,They gave us the opportunity to store our luggage after check-out until we left.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20594,They give us a room right next to a room where the construction was going on at 7 AM the morning.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20595,They guy behind the reception is just amazing.,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20596,They had a family room and they gave her a camp bed that was too small for her 8 year old son who had to sleep on the floor in the sleeping bag we had brought (luckily) and they did not take into account the ages I indicated when booking.,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20597,They had a wheelchair accessible wet room for a reasonable price.,,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20598,They had an antique cinema downstairs and a brewery.,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20599,They had some pastries but did not taste fresh.,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20600,They had us fill out pool forms even though we didn't want to and couldn't (pool was closed) use it.,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20601,They have 24hr coffee tea machine in the breakfast area and the coffees are simply amazing.,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20602,They have a bar can be used by anyone in the street.,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20603,They have a driver to take you to your location of staying and he took us to the wrong address so we had to wait for him to come and pick us again.,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20604,They have a good breakfast.,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20605,They have a great and cozy living room where you can crash before check in and after check out.,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20606,"They have a nice menu card, but 2 days continuously all that was available was pizza, tomato baguette and ham baguette.",,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20607,They have a sign to warn against slipping in the showers.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20608,They have a whatsapp service where you can always contact them for any problem.,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20609,They have a wide range of food that you can buy at the same price as in the city.,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20610,"They have an agreement with a bar where you can have breakfast, croissant + coffee / cappuccino (a bit poor as a bar) but all in all it can be OK.",,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20611,They have bicycles to rent.,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20612,They have celebrated our birthday with cake and wine.,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20613,They have cleaned our rooms every day.,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20614,They have limited parking spots but you can reserve one and they save it for you for your stay for a small parking fee.,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20615,They have lockers at a good price to leave the baggage after check out.,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20616,They have no parking.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20617,"They have offered all the things we asked for: hairdryer, cleaning of the room, even a scale!",,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20618,"They have some nice beers, sandwiches and quick snacks available in the lobby/reception.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20619,They have there own bar which has a great charm.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20620,"They helped us store the suitcase, guided us, and gave us directions to move around the city and save time and money.",,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20621,They immediately made us feel welcomed by trusting us with the room even after the check-in time.,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20622,They informed us perfectly at the reception and were very helpful.,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20623,They introduced paid parking.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20624,"They keep luggage, comfort in the bedroom and bathroom, they leave shampoo and soap, comfort in access, cleaning, super friendly attention from all the staff.",,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
20625,They late with my check in 30 min and i didn t receive the room that I book.,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20626,They let us check in early too and we got a free glass of champagne for our anniversay.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20627,"They let us enter earlier in one of the two rooms and also let us leave the luggage after the check out, that was extremely nice of them.",,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20628,They let us store our luggage in a room after check-out.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20629,"They made me pay 70€ more euros for not carrying the card physically, according to them I could not leave the deposit (withholding) either by transfer or cash.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20630,"They made us leave our luggage until departure, very kind and helpful.",,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20631,They made us wait for more than two hours with a flooded bathroom which filled the room and reached the corridor.,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20632,They made you want not to leave the bed.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20633,They make the room everyday including changing towels.,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20634,They massively improved their breakfast.,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20635,They must clean the back of the bathroom door.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20636,They need to clean the shower better.,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20637,They need to improve their decor.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20638,"They offer massage, but you have to pay in cash.",,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20639,They offer massage.,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20640,They offered us to pay more money for an upgrade after we refused they got us a different room with the bed we booked.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20641,They provide everything you need in the room.,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20642,"They provide quite spacious room and bathroom in these modern days, beds are comfortable.",,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
